RMS,MAV,VAR,ZC,SSC,Label
0.0960358669224068,0.076308479899693,0.0092228877355382,50.0,52.0,0.0
0.0955558166220357,0.0757233056557857,0.0091309140903041,51.0,54.0,0.0
0.0952830500862889,0.0753856348495208,0.0090788596337462,50.0,52.0,0.0
0.0952727525242565,0.0751896452819652,0.0090768973735482,50.0,51.0,0.0
0.0958375111477126,0.0759423879718251,0.0091848285429879,49.0,51.0,0.0
0.0963528327118315,0.0766558047080762,0.0092838683715941,49.0,51.0,0.0
0.0962320548492059,0.0766160413830041,0.0092606083805005,49.0,52.0,0.0
0.0959444245890255,0.0762991996520073,0.0092053326097192,50.0,52.0,0.0
0.0956568404109508,0.0760196237353775,0.0091502311174061,50.0,51.0,0.0
0.0957891408670341,0.076401028588064,0.0091755595080445,49.0,51.0,0.0
0.0954963723433382,0.0756891249612271,0.0091195571307374,50.0,52.0,0.0
0.0957607844031482,0.0758111287213885,0.0091701278295062,50.0,52.0,0.0
0.0960013558474161,0.0759644997409868,0.0092162603245422,50.0,52.0,0.0
0.0960110968571622,0.0760888001204799,0.0092181307197153,49.0,52.0,0.0
0.0959427536243718,0.0758710818662903,0.0092050119730269,50.0,51.0,0.0
0.0967808162323884,0.0769118072158529,0.0093665263906073,49.0,51.0,0.0
0.0979785511581055,0.077997331838238,0.0095997964870414,49.0,51.0,0.0
0.0975051645403252,0.0777023805896564,0.0095072571120359,49.0,52.0,0.0
0.0964374559934084,0.0766907571383636,0.0093001829184805,49.0,52.0,0.0
0.0955875799360568,0.0757992737696418,0.009136985438032,50.0,55.0,0.0
0.0955496184621735,0.0759850319312603,0.0091297295882669,49.0,53.0,0.0
0.0953759784295317,0.0756437454280592,0.0090965772613905,50.0,52.0,0.0
0.0958792381416575,0.0758105633255728,0.0091928283066246,50.0,53.0,0.0
0.0962904467089939,0.0764109987414946,0.0092718501274176,49.0,52.0,0.0
0.0963587622274705,0.0766482546165672,0.0092850110580101,49.0,54.0,0.0
0.0958886384873095,0.0759546342511808,0.0091946309909499,49.0,51.0,0.0
